Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Households:," Households: Less than $10,000","Households: $10,000 to $14,999"," Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More"
6001436602,14000US06001436602,Census Tract 4366.02,"Census Tract 4366.02, Alameda County, California",ca,140,0,ACSSF,2926,6,1,436602,5113,1670,731,0,1074,172,1145,321,1680,38,101,92,67,50,61,94,54,83,191,63,245,284,127,89,41
6001436700,14000US06001436700,Census Tract 4367,"Census Tract 4367, Alameda County, California",ca,140,0,ACSSF,2927,6,1,436700,3265,1560,202,13,696,14,597,183,1088,67,93,34,11,44,0,33,45,17,84,38,210,113,154,46,99
6001436800,14000US06001436800,Census Tract 4368,"Census Tract 4368, Alameda County, California",ca,140,0,ACSSF,2928,6,1,436800,4382,1083,590,38,960,139,1241,331,1342,8,15,37,22,16,0,47,49,19,72,125,268,278,230,106,50
6001436900,14000US06001436900,Census Tract 4369,"Census Tract 4369, Alameda County, California",ca,140,0,ACSSF,2929,6,1,436900,6745,3273,526,5,1276,200,1130,335,1885,12,33,78,49,111,92,71,117,68,121,201,313,71,260,226,62
6001437000,14000US06001437000,Census Tract 4370,"Census Tract 4370, Alameda County, California",ca,140,0,ACSSF,2930,6,1,437000,3493,1383,198,16,834,152,641,269,1213,36,49,51,33,26,31,25,51,15,56,96,221,112,98,162,151
6001437101,14000US06001437101,Census Tract 4371.01,"Census Tract 4371.01, Alameda County, California",ca,140,0,ACSSF,2931,6,1,437101,7867,2376,579,125,3383,450,435,519,2036,4,12,59,68,70,13,59,22,33,100,134,263,205,224,227,543
6001437102,14000US06001437102,Census Tract 4371.02,"Census Tract 4371.02, Alameda County, California",ca,140,0,ACSSF,2932,6,1,437102,4521,884,357,37,1927,6,763,547,1406,71,112,73,31,50,3,19,53,47,125,175,184,170,143,99,51
6001437200,14000US06001437200,Census Tract 4372,"Census Tract 4372, Alameda County, California",ca,140,0,ACSSF,2933,6,1,437200,7489,2278,414,114,2918,192,813,760,2344,84,50,43,136,92,115,80,10,25,112,179,306,146,226,424,316
6001437300,14000US06001437300,Census Tract 4373,"Census Tract 4373, Alameda County, California",ca,140,0,ACSSF,2934,6,1,437300,3277,898,403,1,929,61,754,231,959,16,44,34,42,74,25,30,25,34,47,102,122,59,107,153,45
6001437400,14000US06001437400,Census Tract 4374,"Census Tract 4374, Alameda County, California",ca,140,0,ACSSF,2935,6,1,437400,3485,1386,142,54,889,44,766,204,954,0,5,5,12,15,5,38,39,15,103,160,142,173,107,95,40
6001437500,14000US06001437500,Census Tract 4375,"Census Tract 4375, Alameda County, California",ca,140,0,ACSSF,2936,6,1,437500,4531,1776,130,0,742,9,1645,229,1192,67,33,32,14,33,25,11,71,53,171,141,254,118,35,117,17
6001437600,14000US06001437600,Census Tract 4376,"Census Tract 4376, Alameda County, California",ca,140,0,ACSSF,2937,6,1,437600,3536,1100,305,20,1146,82,662,221,920,71,43,12,65,25,24,9,8,15,61,89,86,150,101,79,82
6001437701,14000US06001437701,Census Tract 4377.01,"Census Tract 4377.01, Alameda County, California",ca,140,0,ACSSF,2938,6,1,437701,3773,1372,486,52,540,79,1134,110,1026,42,56,12,0,38,12,85,44,93,63,174,115,124,116,22,30
6001437702,14000US06001437702,Census Tract 4377.02,"Census Tract 4377.02, Alameda County, California",ca,140,0,ACSSF,2939,6,1,437702,4295,1805,281,26,372,67,1596,148,1112,67,13,42,15,49,47,21,75,29,123,220,169,102,36,55,49
6001437800,14000US06001437800,Census Tract 4378,"Census Tract 4378, Alameda County, California",ca,140,0,ACSSF,2940,6,1,437800,4997,1494,348,72,1545,143,1068,327,1360,30,16,28,47,9,8,31,20,22,61,91,247,172,117,312,149
6001437900,14000US06001437900,Census Tract 4379,"Census Tract 4379, Alameda County, California",ca,140,0,ACSSF,2941,6,1,437900,2321,777,135,100,354,103,735,117,663,35,8,19,33,34,16,19,27,50,22,43,119,83,45,64,46
6001438000,14000US06001438000,Census Tract 4380,"Census Tract 4380, Alameda County, California",ca,140,0,ACSSF,2942,6,1,438000,3952,1433,326,6,1299,25,684,179,1145,10,9,14,16,8,0,42,17,42,98,55,278,154,135,103,164
6001438100,14000US06001438100,Census Tract 4381,"Census Tract 4381, Alameda County, California",ca,140,0,ACSSF,2943,6,1,438100,8307,2428,599,160,2483,71,2003,563,2145,32,14,32,98,75,0,50,23,112,127,182,294,261,282,271,292
6001438201,14000US06001438201,Census Tract 4382.01,"Census Tract 4382.01, Alameda County, California",ca,140,0,ACSSF,2944,6,1,438201,5144,1524,339,70,832,120,1928,331,1193,2,10,66,44,33,34,38,33,52,79,213,150,152,99,70,118
6001438203,14000US06001438203,Census Tract 4382.03,"Census Tract 4382.03, Alameda County, California",ca,140,0,ACSSF,2945,6,1,438203,3888,898,217,6,2001,121,436,209,1159,30,46,46,89,58,13,35,29,4,56,231,137,53,111,54,167
6001438204,14000US06001438204,Census Tract 4382.04,"Census Tract 4382.04, Alameda County, California",ca,140,0,ACSSF,2946,6,1,438204,5838,1514,380,104,2250,146,736,708,1847,13,51,59,32,74,42,46,88,66,228,217,202,129,265,179,156
6001438300,14000US06001438300,Census Tract 4383,"Census Tract 4383, Alameda County, California",ca,140,0,ACSSF,2947,6,1,438300,3767,1060,331,0,1617,309,337,113,873,3,6,29,21,48,22,36,23,41,71,76,122,100,84,64,127
6001438400,14000US06001438400,Census Tract 4384,"Census Tract 4384, Alameda County, California",ca,140,0,ACSSF,2948,6,1,438400,2757,837,259,2,1050,57,481,71,733,8,30,4,11,13,6,7,6,27,88,91,143,124,32,88,55
6001440100,14000US06001440100,Census Tract 4401,"Census Tract 4401, Alameda County, California",ca,140,0,ACSSF,2949,6,1,440100,2799,1223,82,7,950,28,317,192,1140,44,9,47,76,34,68,40,26,47,28,71,225,129,76,125,95
6001440200,14000US06001440200,Census Tract 4402,"Census Tract 4402, Alameda County, California",ca,140,0,ACSSF,2950,6,1,440200,6125,1311,410,16,1240,12,3017,119,1520,32,19,12,15,5,32,20,35,57,268,180,253,224,139,115,114
6001440301,14000US06001440301,Census Tract 4403.01,"Census Tract 4403.01, Alameda County, California",ca,140,0,ACSSF,2951,6,1,440301,7596,2201,418,12,2673,292,1578,422,2244,87,53,0,0,40,36,98,61,125,155,226,232,149,150,313,519
6001440304,14000US06001440304,Census Tract 4403.04,"Census Tract 4403.04, Alameda County, California",ca,140,0,ACSSF,2952,6,1,440304,5035,465,464,14,3278,200,203,411,1307,67,41,7,25,15,25,16,35,39,139,94,204,109,140,124,227
6001440305,14000US06001440305,Census Tract 4403.05,"Census Tract 4403.05, Alameda County, California",ca,140,0,ACSSF,2953,6,1,440305,4190,980,110,23,2262,167,402,246,1061,0,17,8,12,44,44,17,38,9,30,88,93,124,92,174,271
6001440306,14000US06001440306,Census Tract 4403.06,"Census Tract 4403.06, Alameda County, California",ca,140,0,ACSSF,2954,6,1,440306,4322,629,177,0,2987,43,187,299,1026,20,27,23,12,28,36,0,24,5,77,92,156,100,160,177,89
6001440307,14000US06001440307,Census Tract 4403.07,"Census Tract 4403.07, Alameda County, California",ca,140,0,ACSSF,2955,6,1,440307,4748,980,224,20,2547,28,693,256,1690,56,42,81,102,61,85,77,42,48,106,136,207,131,78,286,152
6001440308,14000US06001440308,Census Tract 4403.08,"Census Tract 4403.08, Alameda County, California",ca,140,0,ACSSF,2956,6,1,440308,6171,1477,215,115,3031,9,915,409,2006,103,35,20,47,48,44,57,29,31,89,145,218,255,206,288,391
6001440331,14000US06001440331,Census Tract 4403.31,"Census Tract 4403.31, Alameda County, California",ca,140,0,ACSSF,2957,6,1,440331,3276,711,55,5,1792,158,241,314,899,10,6,13,11,11,18,29,22,0,42,50,152,119,178,79,159
6001440332,14000US06001440332,Census Tract 4403.32,"Census Tract 4403.32, Alameda County, California",ca,140,0,ACSSF,2958,6,1,440332,3505,447,64,17,2633,16,145,183,918,12,6,5,7,0,7,0,13,4,4,24,57,69,106,228,376
6001440333,14000US06001440333,Census Tract 4403.33,"Census Tract 4403.33, Alameda County, California",ca,140,0,ACSSF,2959,6,1,440333,2982,535,66,3,2128,5,70,175,843,0,11,33,8,0,12,10,5,14,59,54,97,114,81,165,180
6001440334,14000US06001440334,Census Tract 4403.34,"Census Tract 4403.34, Alameda County, California",ca,140,0,ACSSF,2960,6,1,440334,4414,731,422,7,2505,27,526,196,1114,9,10,11,26,19,0,24,7,6,88,36,136,270,85,151,236
6001440335,14000US06001440335,Census Tract 4403.35,"Census Tract 4403.35, Alameda County, California",ca,140,0,ACSSF,2961,6,1,440335,7051,1366,243,28,4506,86,104,718,2365,0,20,16,18,24,39,0,49,16,38,46,424,181,169,502,823
6001440336,14000US06001440336,Census Tract 4403.36,"Census Tract 4403.36, Alameda County, California",ca,140,0,ACSSF,2962,6,1,440336,4437,979,387,78,2246,7,534,206,1434,22,39,10,10,10,0,39,29,57,46,181,234,178,111,235,233
6001441100,14000US06001441100,Census Tract 4411,"Census Tract 4411, Alameda County, California",ca,140,0,ACSSF,2963,6,1,441100,4625,2235,54,24,1284,8,593,427,1675,70,104,41,29,49,69,35,12,17,77,132,217,97,74,209,443
6001441200,14000US06001441200,Census Tract 4412,"Census Tract 4412, Alameda County, California",ca,140,0,ACSSF,2964,6,1,441200,7277,3064,340,22,2563,0,713,575,2518,61,63,31,12,31,30,13,26,64,323,227,290,145,165,561,476
6001441301,14000US06001441301,Census Tract 4413.01,"Census Tract 4413.01, Alameda County, California",ca,140,0,ACSSF,2965,6,1,441301,3301,725,215,27,2150,12,0,172,1158,24,28,12,0,14,10,16,9,57,0,91,102,159,130,142,364
6001441302,14000US06001441302,Census Tract 4413.02,"Census Tract 4413.02, Alameda County, California",ca,140,0,ACSSF,2966,6,1,441302,5937,1786,160,12,3104,52,492,331,1894,40,19,44,48,60,8,75,18,42,30,115,157,195,140,381,522
6001441401,14000US06001441401,Census Tract 4414.01,"Census Tract 4414.01, Alameda County, California",ca,140,0,ACSSF,2967,6,1,441401,8082,1810,123,25,4926,157,583,458,2385,24,0,0,54,104,87,35,35,102,35,98,229,265,325,365,627
6001441402,14000US06001441402,Census Tract 4414.02,"Census Tract 4414.02, Alameda County, California",ca,140,0,ACSSF,2968,6,1,441402,5407,983,166,15,3665,0,303,275,1727,11,30,7,31,40,10,18,11,33,75,67,192,108,215,338,541
6001441501,14000US06001441501,Census Tract 4415.01,"Census Tract 4415.01, Alameda County, California",ca,140,0,ACSSF,2969,6,1,441501,6546,969,156,19,4528,149,153,572,1825,29,7,9,48,10,20,10,28,8,46,62,129,157,154,508,600
6001441503,14000US06001441503,Census Tract 4415.03,"Census Tract 4415.03, Alameda County, California",ca,140,0,ACSSF,2970,6,1,441503,8013,783,158,69,6638,30,125,210,2394,55,8,0,31,28,23,35,16,14,58,71,146,307,273,340,989
6001441521,14000US06001441521,Census Tract 4415.21,"Census Tract 4415.21, Alameda County, California",ca,140,0,ACSSF,2971,6,1,441521,6175,1216,98,92,4335,73,111,250,1821,41,0,20,21,54,54,18,13,47,53,55,130,134,173,214,794
6001441522,14000US06001441522,Census Tract 4415.22,"Census Tract 4415.22, Alameda County, California",ca,140,0,ACSSF,2972,6,1,441522,5233,886,349,13,3425,27,421,112,1491,25,9,37,13,47,8,59,47,7,56,95,148,148,147,144,501
6001441523,14000US06001441523,Census Tract 4415.23,"Census Tract 4415.23, Alameda County, California",ca,140,0,ACSSF,2973,6,1,441523,4418,608,104,0,3327,95,173,111,1445,9,0,0,0,0,32,21,17,9,17,55,154,321,144,196,470
6001441524,14000US06001441524,Census Tract 4415.24,"Census Tract 4415.24, Alameda County, California",ca,140,0,ACSSF,2974,6,1,441524,4215,386,124,0,3605,0,16,84,1333,8,27,17,10,9,0,10,0,16,49,53,122,113,161,241,497
6001441601,14000US06001441601,Census Tract 4416.01,"Census Tract 4416.01, Alameda County, California",ca,140,0,ACSSF,2975,6,1,441601,4982,1672,450,16,1968,208,352,316,1468,20,17,51,27,15,16,17,23,37,103,117,103,151,173,269,329
6001441602,14000US06001441602,Census Tract 4416.02,"Census Tract 4416.02, Alameda County, California",ca,140,0,ACSSF,2976,6,1,441602,8113,2148,144,0,4275,410,791,345,2412,83,0,76,64,32,28,43,33,82,218,74,306,340,240,236,557
6001441700,14000US06001441700,Census Tract 4417,"Census Tract 4417, Alameda County, California",ca,140,0,ACSSF,2977,6,1,441700,8527,2778,353,82,3982,0,977,355,2955,64,165,73,175,16,17,24,7,34,186,255,308,319,284,634,394
6001441800,14000US06001441800,Census Tract 4418,"Census Tract 4418, Alameda County, California",ca,140,0,ACSSF,2978,6,1,441800,7543,2887,141,18,3765,0,543,189,2380,83,98,109,20,91,42,0,15,21,30,96,348,232,198,471,526
6001441921,14000US06001441921,Census Tract 4419.21,"Census Tract 4419.21, Alameda County, California",ca,140,0,ACSSF,2979,6,1,441921,3909,961,262,74,1623,0,641,348,1263,33,0,23,8,0,0,0,32,3,28,40,115,152,195,229,405
6001441923,14000US06001441923,Census Tract 4419.23,"Census Tract 4419.23, Alameda County, California",ca,140,0,ACSSF,2980,6,1,441923,6250,996,179,31,4225,0,426,393,2292,139,26,41,47,95,0,31,0,83,87,141,356,448,267,260,271
6001441924,14000US06001441924,Census Tract 4419.24,"Census Tract 4419.24, Alameda County, California",ca,140,0,ACSSF,2981,6,1,441924,7481,1468,219,32,4648,0,640,474,2658,25,13,14,28,15,14,36,119,67,68,107,189,386,326,474,777
6001441925,14000US06001441925,Census Tract 4419.25,"Census Tract 4419.25, Alameda County, California",ca,140,0,ACSSF,2982,6,1,441925,7291,1176,441,12,4984,0,448,230,3069,145,62,38,51,10,57,61,28,0,58,129,387,469,359,307,908
6001441926,14000US06001441926,Census Tract 4419.26,"Census Tract 4419.26, Alameda County, California",ca,140,0,ACSSF,2983,6,1,441926,4595,732,183,24,2254,55,1024,323,1511,62,34,0,0,9,63,16,63,16,68,108,319,172,180,240,161
6001441927,14000US06001441927,Census Tract 4419.27,"Census Tract 4419.27, Alameda County, California",ca,140,0,ACSSF,2984,6,1,441927,4492,687,146,19,2957,62,318,303,1788,39,52,20,66,41,37,31,45,7,46,73,301,284,193,229,324
6001442000,14000US06001442000,Census Tract 4420,"Census Tract 4420, Alameda County, California",ca,140,0,ACSSF,2985,6,1,442000,3419,785,3,18,2515,16,4,78,1021,11,0,0,12,9,0,5,18,0,77,56,46,91,79,180,437
6001442100,14000US06001442100,Census Tract 4421,"Census Tract 4421, Alameda County, California",ca,140,0,ACSSF,2986,6,1,442100,5462,770,93,29,4399,30,11,130,1630,27,8,17,8,26,17,0,17,16,15,60,78,157,153,261,770
6001442200,14000US06001442200,Census Tract 4422,"Census Tract 4422, Alameda County, California",ca,140,0,ACSSF,2987,6,1,442200,7473,1610,117,25,5257,69,179,216,2267,26,13,14,71,42,15,56,65,22,77,68,130,149,128,377,1014
6001442301,14000US06001442301,Census Tract 4423.01,"Census Tract 4423.01, Alameda County, California",ca,140,0,ACSSF,2988,6,1,442301,5496,1297,214,38,3012,41,598,296,1648,59,53,81,0,39,44,51,11,26,24,93,203,232,178,260,294
6001442302,14000US06001442302,Census Tract 4423.02,"Census Tract 4423.02, Alameda County, California",ca,140,0,ACSSF,2989,6,1,442302,6366,1283,319,23,3875,13,580,273,2368,92,138,92,129,48,88,90,11,52,204,228,267,170,156,272,331
6001442400,14000US06001442400,Census Tract 4424,"Census Tract 4424, Alameda County, California",ca,140,0,ACSSF,2990,6,1,442400,6822,1863,307,54,3340,0,1075,183,2018,29,16,61,67,26,11,41,9,16,66,112,239,286,203,395,441
6001442500,14000US06001442500,Census Tract 4425,"Census Tract 4425, Alameda County, California",ca,140,0,ACSSF,2991,6,1,442500,7374,1652,279,88,3543,130,907,775,2297,69,0,62,0,64,120,0,24,112,145,234,344,119,223,473,308
6001442601,14000US06001442601,Census Tract 4426.01,"Census Tract 4426.01, Alameda County, California",ca,140,0,ACSSF,2992,6,1,442601,4160,1710,16,8,1689,19,520,198,1316,66,0,0,0,50,48,48,0,37,84,57,106,72,73,346,329
6001442602,14000US06001442602,Census Tract 4426.02,"Census Tract 4426.02, Alameda County, California",ca,140,0,ACSSF,2993,6,1,442602,5059,2017,183,4,1564,0,1062,229,1641,26,42,37,44,8,71,53,38,8,87,69,199,241,110,246,362
6001442700,14000US06001442700,Census Tract 4427,"Census Tract 4427, Alameda County, California",ca,140,0,ACSSF,2994,6,1,442700,3048,1382,154,11,1200,0,115,186,1052,20,0,20,10,21,7,18,19,0,57,61,105,91,133,231,259
6001442800,14000US06001442800,Census Tract 4428,"Census Tract 4428, Alameda County, California",ca,140,0,ACSSF,2995,6,1,442800,2952,1100,43,4,1383,0,296,126,940,10,0,36,12,23,10,15,24,7,85,48,90,132,107,206,135
6001442900,14000US06001442900,Census Tract 4429,"Census Tract 4429, Alameda County, California",ca,140,0,ACSSF,2996,6,1,442900,7761,2364,295,106,3615,208,780,393,2287,52,70,32,28,42,40,15,0,17,144,160,251,194,238,485,519
6001443001,14000US06001443001,Census Tract 4430.01,"Census Tract 4430.01, Alameda County, California",ca,140,0,ACSSF,2997,6,1,443001,2891,789,142,15,886,133,688,238,836,13,12,14,8,7,0,10,7,19,53,17,121,161,86,210,98
6001443002,14000US06001443002,Census Tract 4430.02,"Census Tract 4430.02, Alameda County, California",ca,140,0,ACSSF,2998,6,1,443002,6930,1510,207,26,4032,9,867,279,2014,39,8,0,20,25,102,48,24,79,110,180,263,306,213,223,374
6001443102,14000US06001443102,Census Tract 4431.02,"Census Tract 4431.02, Alameda County, California",ca,140,0,ACSSF,2999,6,1,443102,5065,841,29,0,3871,25,57,242,1511,22,23,7,0,9,0,17,0,7,27,59,104,75,126,334,701
6001443103,14000US06001443103,Census Tract 4431.03,"Census Tract 4431.03, Alameda County, California",ca,140,0,ACSSF,3000,6,1,443103,4107,521,8,29,3357,0,23,169,1248,18,7,21,29,20,9,22,0,0,46,22,64,95,115,170,610
6001443104,14000US06001443104,Census Tract 4431.04,"Census Tract 4431.04, Alameda County, California",ca,140,0,ACSSF,3001,6,1,443104,5620,1046,19,0,4325,37,20,173,1789,59,30,12,0,31,12,38,16,12,4,130,91,158,183,296,717
6001443105,14000US06001443105,Census Tract 4431.05,"Census Tract 4431.05, Alameda County, California",ca,140,0,ACSSF,3002,6,1,443105,4785,680,74,0,3760,38,104,129,1539,52,16,0,33,23,11,32,24,0,119,28,47,117,96,271,670
6001443200,14000US06001443200,Census Tract 4432,"Census Tract 4432, Alameda County, California",ca,140,0,ACSSF,3003,6,1,443200,4053,745,0,14,3040,47,8,199,1225,17,15,0,39,8,37,0,56,38,12,74,43,68,36,133,649
6001443301,14000US06001443301,Census Tract 4433.01,"Census Tract 4433.01, Alameda County, California",ca,140,0,ACSSF,3004,6,1,443301,4355,1220,125,0,2604,12,165,229,1286,7,0,0,6,0,15,19,5,15,41,41,144,121,101,251,520
6001443321,14000US06001443321,Census Tract 4433.21,"Census Tract 4433.21, Alameda County, California",ca,140,0,ACSSF,3005,6,1,443321,3368,253,128,0,2677,20,162,128,1125,12,39,33,10,25,0,8,23,0,29,98,74,140,195,192,247
6001443322,14000US06001443322,Census Tract 4433.22,"Census Tract 4433.22, Alameda County, California",ca,140,0,ACSSF,3006,6,1,443322,3308,718,54,22,2317,22,31,144,992,31,10,9,6,0,5,6,5,0,16,43,59,66,154,145,437
6001444100,14000US06001444100,Census Tract 4441,"Census Tract 4441, Alameda County, California",ca,140,0,ACSSF,3007,6,1,444100,7556,3625,83,9,2074,23,1470,272,2573,101,78,91,0,72,78,13,24,71,137,158,243,271,238,418,580
6001444200,14000US06001444200,Census Tract 4442,"Census Tract 4442, Alameda County, California",ca,140,0,ACSSF,3008,6,1,444200,7112,2020,386,49,2494,82,1637,444,1887,104,0,8,30,21,18,75,27,7,89,147,149,250,225,443,294
6001444301,14000US06001444301,Census Tract 4443.01,"Census Tract 4443.01, Alameda County, California",ca,140,0,ACSSF,3009,6,1,444301,3973,1583,185,103,1121,0,659,322,1189,15,9,9,21,16,47,13,11,28,56,86,190,123,140,220,205
6001444302,14000US06001444302,Census Tract 4443.02,"Census Tract 4443.02, Alameda County, California",ca,140,0,ACSSF,3010,6,1,444302,5185,1036,236,56,1898,90,1722,147,1500,19,31,16,15,41,9,66,72,66,51,67,260,159,175,223,230
6001444400,14000US06001444400,Census Tract 4444,"Census Tract 4444, Alameda County, California",ca,140,0,ACSSF,3011,6,1,444400,5477,1113,270,40,1121,53,2342,538,1519,33,28,28,39,14,83,31,35,37,106,24,373,327,42,183,136
6001444500,14000US06001444500,Census Tract 4445,"Census Tract 4445, Alameda County, California",ca,140,0,ACSSF,3012,6,1,444500,7518,2132,307,46,1918,79,2544,492,2025,44,17,9,25,0,31,47,33,63,107,193,288,408,123,324,313
6001444601,14000US06001444601,Census Tract 4446.01,"Census Tract 4446.01, Alameda County, California",ca,140,0,ACSSF,3013,6,1,444601,5787,2408,105,5,2194,32,683,360,1779,37,8,0,52,9,50,0,9,0,109,52,211,256,215,268,503
6001444602,14000US06001444602,Census Tract 4446.02,"Census Tract 4446.02, Alameda County, California",ca,140,0,ACSSF,3014,6,1,444602,4563,1000,272,5,2846,65,72,303,1575,27,26,22,16,29,43,0,0,0,50,63,205,263,240,238,353
6001450101,14000US06001450101,Census Tract 4501.01,"Census Tract 4501.01, Alameda County, California",ca,140,0,ACSSF,3015,6,1,450101,5750,2119,264,22,2715,23,118,489,2168,43,23,20,47,5,24,30,18,24,52,132,246,211,300,436,557
6001450102,14000US06001450102,Census Tract 4501.02,"Census Tract 4501.02, Alameda County, California",ca,140,0,ACSSF,3016,6,1,450102,5664,1967,364,103,2359,10,303,558,1334,18,15,22,0,10,0,15,23,23,14,0,120,148,213,292,421
6001450200,14000US06001450200,Census Tract 4502,"Census Tract 4502, Alameda County, California",ca,140,0,ACSSF,3017,6,1,450200,5244,2631,194,0,2014,24,17,364,2155,57,72,0,71,67,13,11,21,52,90,86,304,247,342,335,387
6001450300,14000US06001450300,Census Tract 4503,"Census Tract 4503, Alameda County, California",ca,140,0,ACSSF,3018,6,1,450300,5212,3408,220,6,1236,0,114,228,1811,22,0,20,19,90,18,33,31,86,60,120,207,264,242,248,351
6001450400,14000US06001450400,Census Tract 4504,"Census Tract 4504, Alameda County, California",ca,140,0,ACSSF,3019,6,1,450400,7286,4140,243,83,2083,54,202,481,2461,34,13,65,48,86,20,78,88,28,75,117,240,455,358,278,478
6001450501,14000US06001450501,Census Tract 4505.01,"Census Tract 4505.01, Alameda County, California",ca,140,0,ACSSF,3020,6,1,450501,3156,1969,0,31,818,0,44,294,1200,0,30,9,0,5,35,25,28,0,43,73,147,124,190,188,303
6001450502,14000US06001450502,Census Tract 4505.02,"Census Tract 4505.02, Alameda County, California",ca,140,0,ACSSF,3021,6,1,450502,5490,2831,81,52,2225,26,74,201,1823,30,0,26,21,0,18,11,39,28,26,71,171,52,176,342,812
6001450601,14000US06001450601,Census Tract 4506.01,"Census Tract 4506.01, Alameda County, California",ca,140,0,ACSSF,3022,6,1,450601,3641,2055,61,19,1314,0,11,181,1370,33,10,2,19,20,17,0,6,14,44,31,121,162,163,204,524
6001450602,14000US06001450602,Census Tract 4506.02,"Census Tract 4506.02, Alameda County, California",ca,140,0,ACSSF,3023,6,1,450602,10265,5821,291,10,3476,74,18,575,3538,90,53,39,34,0,0,28,84,43,62,222,297,292,377,584,1333
6001450603,14000US06001450603,Census Tract 4506.03,"Census Tract 4506.03, Alameda County, California",ca,140,0,ACSSF,3024,6,1,450603,5155,3212,71,19,1513,0,182,158,1671,10,58,43,0,25,0,18,0,34,52,18,156,137,179,403,538
6001450604,14000US06001450604,Census Tract 4506.04,"Census Tract 4506.04, Alameda County, California",ca,140,0,ACSSF,3025,6,1,450604,5505,3497,46,0,1523,0,161,278,1848,21,22,25,40,37,58,0,8,36,39,38,179,217,128,299,701
6001450605,14000US06001450605,Census Tract 4506.05,"Census Tract 4506.05, Alameda County, California",ca,140,0,ACSSF,3026,6,1,450605,3893,2667,36,16,935,75,36,128,1508,35,11,31,47,28,34,34,0,0,21,72,141,86,122,344,502
6001450606,14000US06001450606,Census Tract 4506.06,"Census Tract 4506.06, Alameda County, California",ca,140,0,ACSSF,3027,6,1,450606,6254,4013,40,41,1760,0,45,355,2103,20,6,20,26,20,8,26,7,28,17,90,171,198,147,341,978
6001450607,14000US06001450607,Census Tract 4506.07,"Census Tract 4506.07, Alameda County, California",ca,140,0,ACSSF,3028,6,1,450607,5717,3523,127,0,1586,0,253,228,2445,75,183,127,184,60,77,23,60,0,35,129,223,225,114,305,625
6001450701,14000US06001450701,Census Tract 4507.01,"Census Tract 4507.01, Alameda County, California",ca,140,0,ACSSF,3029,6,1,450701,8596,5128,178,10,2769,0,23,488,2785,13,43,0,0,18,3,16,30,10,165,112,257,113,128,290,1587
6001450741,14000US06001450741,Census Tract 4507.41,"Census Tract 4507.41, Alameda County, California",ca,140,0,ACSSF,3030,6,1,450741,5852,3790,159,40,1128,0,355,380,2050,34,47,24,84,10,103,11,80,43,48,127,128,200,230,278,603
6001450742,14000US06001450742,Census Tract 4507.42,"Census Tract 4507.42, Alameda County, California",ca,140,0,ACSSF,3031,6,1,450742,5436,3480,32,0,1393,0,230,301,1974,10,36,39,82,26,45,39,68,49,51,55,192,123,96,306,757
6001450743,14000US06001450743,Census Tract 4507.43,"Census Tract 4507.43, Alameda County, California",ca,140,0,ACSSF,3032,6,1,450743,6684,1559,357,44,4066,127,83,448,2492,46,51,38,38,54,27,28,17,57,43,92,422,268,352,500,459
6001450744,14000US06001450744,Census Tract 4507.44,"Census Tract 4507.44, Alameda County, California",ca,140,0,ACSSF,3033,6,1,450744,6273,3807,79,52,1964,72,60,239,2156,126,11,16,0,27,29,47,15,9,94,135,116,191,210,370,760
6001450745,14000US06001450745,Census Tract 4507.45,"Census Tract 4507.45, Alameda County, California",ca,140,0,ACSSF,3034,6,1,450745,6712,2255,26,19,3899,37,240,236,2321,94,15,51,0,43,58,64,35,0,72,58,198,182,51,305,1095
6001450746,14000US06001450746,Census Tract 4507.46,"Census Tract 4507.46, Alameda County, California",ca,140,0,ACSSF,3035,6,1,450746,3525,2395,11,0,942,0,35,142,1423,51,22,10,53,33,11,114,18,0,50,173,99,100,65,284,340
6001450750,14000US06001450750,Census Tract 4507.50,"Census Tract 4507.50, Alameda County, California",ca,140,0,ACSSF,3036,6,1,450750,5630,1652,415,0,3069,17,143,334,2288,59,37,24,13,22,23,95,70,55,106,121,219,319,224,313,588
6001450751,14000US06001450751,Census Tract 4507.51,"Census Tract 4507.51, Alameda County, California",ca,140,0,ACSSF,3037,6,1,450751,11119,1578,139,5,9015,26,57,299,3135,11,38,9,46,13,9,0,24,21,49,70,81,147,227,508,1882
6001450752,14000US06001450752,Census Tract 4507.52,"Census Tract 4507.52, Alameda County, California",ca,140,0,ACSSF,3038,6,1,450752,7343,1901,357,6,4575,69,111,324,2091,98,6,0,9,0,8,0,0,0,0,29,78,151,164,333,1215
